eligibility_base,row_label,eligibility_indian,eligibility_international,relaxation,remarks,equivalent_qualification
After Graduation,m tech computer science and engineering,"55% [ B.Tech. CSE/ ECE/EEE/ IT or  MCA/ MSc (IT/ Computer Science) ] + LPUNEST*/ GATE/ CUET

*LPUNEST will be exempted if candidate scores 80% or more marks in the qualifying  exam.","50% [ B.Tech. CSE/ ECE/EEE/ IT 
or  MCA/ MSc (IT/ Computer Science) ]  and  ELR",5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,"1.   5% relaxation  to NE and Sikkim states candidates  is not  applicable for M.P.Ed. 
2.Medical  Fitness Certificate Compulsory",MBBS
After Graduation,m tech computer science and engineering by research with international credit transfer option,"55% [(B.Tech. CSE/ ECE/EEE/ IT or  MCA/ MSc (IT/ Computer Science)] + LPUNEST*/ GATE/ CUET

*LPUNEST will be exempted if candidate scores 80% or more marks in the qualifying  exam.","50% [ B.Tech. CSE/ ECE/EEE/ IT 
or  MCA/ MSc (IT/ Computer Science) ]  and  ELR",5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,"1.   5% relaxation  to NE and Sikkim states candidates  is not  applicable for M.P.Ed. 
2.Medical  Fitness Certificate Compulsory",MBBS
After Graduation,m tech machine learning and artificial intelligence,"55% [(B.Tech. CSE/IT/ ECE/ Electrical/ Electronics/ EEE or MCA/ MSc (IT/ Computer Science)] + LPUNEST*/ GATE/ CUET

*LPUNEST will be exempted if candidate scores 80% or more marks in the qualifying  exam.",50%  [(B.Tech. CSE/IT/ ECE/ Electrical/ Electronics/ EEE or MCA/ MSc (IT/ Computer Science)]  and  ELR,5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,"1.   5% relaxation  to NE and Sikkim states candidates  is not  applicable for M.P.Ed. 
2.Medical  Fitness Certificate Compulsory",MBBS
After Graduation,m tech data science and analytics,"55% [ B.Tech. (any stream) or  MCA/ MSc (IT/ Computer Science) ]  + LPUNEST*/ GATE/ CUET

*LPUNEST will be exempted if candidate scores 80% or more marks in the qualifying  exam.","50% [ B.Tech.(any stream) or 
MCA /MSc (IT/ Computer Scince) ]  and  ELR",5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,"1.   5% relaxation  to NE and Sikkim states candidates  is not  applicable for M.P.Ed. 
2.Medical  Fitness Certificate Compulsory",MBBS
After Graduation,m tech information security and cyber forensics,"55% [ B.Tech. CSE/ ECE/EE/EEE/ IT or  MCA/ MSc (IT/ Computer Science) ] + LPUNEST*/ GATE/ CUET

*LPUNEST will be exempted if candidate scores 80% or more marks in the qualifying  exam.","50% [ B.Tech.CSE/ ECE/EE/EEE/ IT or 
MCA /MSc (IT/ Computer Scince) ]  and  ELR",5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,"1.   5% relaxation  to NE and Sikkim states candidates  is not  applicable for M.P.Ed. 
2.Medical  Fitness Certificate Compulsory",MBBS
After Graduation,m tech aeropsace engineering,"55% ( B.Tech in Aeronautical / Aerospace / Mechanical / AMAeSI  /ECE/EEE) + LPUNEST*/ GATE/ CUET

*LPUNEST will be exempted if candidate scores 80% or more marks in the qualifying  exam.",50% ( B.Tech in Aeronautical / Aerospace / Mechanical / AMAeSI  /ECE/EEE) and ELR,5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,"1.   5% relaxation  to NE and Sikkim states candidates  is not  applicable for M.P.Ed. 
2.Medical  Fitness Certificate Compulsory",MBBS
After Graduation,m tech structural engineering,"55% (B.Tech. Civil/  B.Arch. / B. Planning) + LPUNEST*/ GATE/ CUET

*LPUNEST will be exempted if candidate scores 80% or more marks in the qualifying  exam.",50% (B.Tech. Civil/ B.Arch. / B. Planning ) and ELR,5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,"1.   5% relaxation  to NE and Sikkim states candidates  is not  applicable for M.P.Ed. 
2.Medical  Fitness Certificate Compulsory",MBBS
After Graduation,m tech construction management,"55% (B.Tech. Civil/ B.Arch. / B. Planning) + LPUNEST*/ GATE/ CUET

*LPUNEST will be exempted if candidate scores 80% or more marks in the qualifying  exam.",50% (B.Tech. Civil/ B.Arch. / B. Planning ) and ELR,5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,"1.   5% relaxation  to NE and Sikkim states candidates  is not  applicable for M.P.Ed. 
2.Medical  Fitness Certificate Compulsory",MBBS
After Graduation,m tech biotechnology,"55% (B.Tech (Biotech, /Food Tech./ Chemical Engineering/Biomedical Engineering)  / B.Pharmacy / M.Sc. - BioSciences)+ LPUNEST*/ GATE/ CUET

*LPUNEST will be exempted if candidate scores 80% or more marks in the qualifying  exam.","50% (B.Tech (Biotech, /Food Tech./ Chemical Engineering/Biomedical Engineering) /  B.Pharmacy /Msc. - BioSciences) and  ELR",5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,"1.   5% relaxation  to NE and Sikkim states candidates  is not  applicable for M.P.Ed. 
2.Medical  Fitness Certificate Compulsory",MBBS
After Graduation,m tech biotechnology with international credit transfer option,"55% (B.Tech (Biotech, /Food Tech./ Chemical Engineering/Biomedical Engineering)  / B.Pharmacy / M. Sc. - BioSciences)+ LPUNEST*/ GATE/ CUET

*LPUNEST will be exempted if candidate scores 80% or more marks in the qualifying  exam.","50% (B.Tech (Biotech, /Food Tech./ Chemical Engineering/Biomedical Engineering) /  B.Pharmacy /Msc. - BioSciences) and  ELR",5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants.,"1.   5% relaxation  to NE and Sikkim states candidates  is not  applicable for M.P.Ed. 
2.Medical  Fitness Certificate Compulsory",MBBS
After Graduation,m tech food technology,"55% (B. Tech. in  Food science and Technology/ Food Engineering/Processing and Food Engineering/ Dairy Technology / Agricultural Engineering/Biotech/ Chemical Engineering   OR M.Sc. Degree in  Food Science and Technology/ Dairy Technology) + LPUNEST*/GATE/ CUET

*LPUNEST will be exempted if candidate scores 80% or more marks in the qualifying  exam.",50%  (B. Tech. in  Food science and Technology/ Food Engineering/Processing and Food Engineering/ Dairy Technology / Agricultural Engineering/Biotech/ Chemical Engineering   OR M.Sc. Degree in  Food Science and Technology/ Dairy Technology) and ELR,5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,"1.   5% relaxation  to NE and Sikkim states candidates  is not  applicable for M.P.Ed. 
2.Medical  Fitness Certificate Compulsory",MBBS
After Graduation,m tech power systems,"55% (B.Tech.  EEE /Electrical Engineering/ Instrumentation Engineering/ Intrumentation & Control/ Electronics & Instrumentation) + LPUNEST*/ GATE/ CUET

*LPUNEST will be exempted if candidate scores 80% or more marks in the qualifying  exam.",50%  (B.Tech. EEE /Electrical Engineering/ Instrumentation Engineering/ Intrumentation & Control/ Electronics & Instrumentation)  and  ELR,5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,"1.   5% relaxation  to NE and Sikkim states candidates  is not  applicable for M.P.Ed. 
2.Medical  Fitness Certificate Compulsory",B.tech ECE/Telecom and M.Sc. Physics should not be allowed.
After Graduation,mca,"Pass with 55% in any graduation degree (B.E./ B.Tech./ B.Sc / B.Com. / B.A./ B. Voc./ BCA) with Mathematics at 10+2 level or at Graduation level + LPUNEST*/ CUET
(Students having no Mathematics background will have to do a compulsory bridge course, and an additional bridge course in case the student has not studied Computer as a subject in graduation.)

*LPUNEST will be exempted if candidate scores 80% or more marks in the qualifying  exam.","Pass with 50% in any graduation degree (B.E./ B.Tech./ B.Sc / B.Com. / B.A./ B. Voc./ BCA) with Mathematics at 10+2 level or at Graduation level and ELR (Students having no Mathematics background will have to do a compulsory bridge course, and an additional bridge course in case the student has not studied Computer as a subject in graduation.)","5% to North East states and Sikkim candidates / Defence Personnel and their Dependents*/Wards of Kashmiri Migrants

* Not applicable for Tie-up programmes","1.   5% relaxation  to NE and Sikkim states candidates  is not  applicable for M.P.Ed. 
2.Medical  Fitness Certificate Compulsory",B.tech ECE/Telecom and M.Sc. Physics should not be allowed.
After Graduation,mca hons data science,"Pass with 55% in any graduation degree (B.E./ B.Tech./ B.Sc / B.Com. / B.A./ B. Voc./ BCA) with Mathematics at 10+2 level or at Graduation level + LPUNEST*/ CUET
(Students having no Mathematics background will have to do a compulsory bridge course, and an additional bridge course in case the student has not studied Computer as a subject in graduation.)

*LPUNEST will be exempted if candidate scores 80% or more marks in the qualifying exam.","Pass with 55% in any graduation degree (B.E./ B.Tech./ B.Sc / B.Com. / B.A./ B. Voc./ BCA) with Mathematics at 10+2 level or at Graduation level and ELR (Students having no Mathematics background will have to do a compulsory bridge course, and an additional bridge course in case the student has not studied Computer as a subject in graduation.)","5% to North East states and Sikkim candidates / Defence Personnel and their Dependents*/Wards of Kashmiri Migrants

* Not applicable for Tie-up programmes","1.   5% relaxation  to NE and Sikkim states candidates  is not  applicable for M.P.Ed. 
2.Medical  Fitness Certificate Compulsory",B.tech ECE/Telecom and M.Sc. Physics should not be allowed.
After Graduation,mca hons artificial intelligence and machine learning,"Pass with 55% in any graduation degree (B.E./ B.Tech./ B.Sc / B.Com. / B.A./ B. Voc./ BCA) with Mathematics at 10+2 level or at Graduation level + LPUNEST*/ CUET
(Students having no Mathematics background will have to do a compulsory bridge course, and an additional bridge course in case the student has not studied Computer as a subject in graduation.)

*LPUNEST will be exempted if candidate scores 80% or more marks in the qualifying exam.","Pass with 55% in any graduation degree (B.E./ B.Tech./ B.Sc / B.Com. / B.A./ B. Voc./ BCA) with Mathematics at 10+2 level or at Graduation level and ELR (Students having no Mathematics background will have to do a compulsory bridge course, and an additional bridge course in case the student has not studied Computer as a subject in graduation.)","5% to North East states and Sikkim candidates / Defence Personnel and their Dependents*/Wards of Kashmiri Migrants

* Not applicable for Tie-up programmes","1.   5% relaxation  to NE and Sikkim states candidates  is not  applicable for M.P.Ed. 
2.Medical  Fitness Certificate Compulsory",B.tech ECE/Telecom and M.Sc. Physics should not be allowed.
After Graduation,mca hons cyber security,"Pass with 55% in any graduation degree (B.E./ B.Tech./ B.Sc / B.Com. / B.A./ B. Voc./ BCA) with Mathematics at 10+2 level or at Graduation level + LPUNEST*/ CUET
(Students having no Mathematics background will have to do a compulsory bridge course, and an additional bridge course in case the student has not studied Computer as a subject in graduation.)

*LPUNEST will be exempted if candidate scores 80% or more marks in the qualifying exam.","Pass with 55% in any graduation degree (B.E./ B.Tech./ B.Sc / B.Com. / B.A./ B. Voc./ BCA) with Mathematics at 10+2 level or at Graduation level and ELR (Students having no Mathematics background will have to do a compulsory bridge course, and an additional bridge course in case the student has not studied Computer as a subject in graduation.)","5% to North East states and Sikkim candidates / Defence Personnel and their Dependents*/Wards of Kashmiri Migrants

* Not applicable for Tie-up programmes","1.   5% relaxation  to NE and Sikkim states candidates  is not  applicable for M.P.Ed. 
2.Medical  Fitness Certificate Compulsory",B.tech ECE/Telecom and M.Sc. Physics should not be allowed.
After Graduation,m sc information technology,0.55,50% and ELR,"5% to North East states and Sikkim candidates / Defence Personnel and their Dependents*/Wards of Kashmiri Migrants

* Not applicable for Tie-up programmes","1.   5% relaxation  to NE and Sikkim states candidates  is not  applicable for M.P.Ed. 
2.Medical  Fitness Certificate Compulsory",B.tech ECE/Telecom and M.Sc. Physics should not be allowed.
After Graduation,m sc data science,55% in any graduation with (Computer Science/ Statistics/ Mathematics as one of the subject at Graduation or 10+2 level),50% in any graduation with (Computer Science/ Statistics/ Mathematics as one of the subject at Graduation or 10+2 level) and ELR,"5% to North East states and Sikkim candidates / Defence Personnel and their Dependents*/Wards of Kashmiri Migrants

* Not applicable for Tie-up programmes","1.   5% relaxation  to NE and Sikkim states candidates  is not  applicable for M.P.Ed. 
2.Medical  Fitness Certificate Compulsory",B.tech ECE/Telecom and M.Sc. Physics should not be allowed.
After Graduation,m sc agri agronomy,60% (B.Sc Agriculture/ B.Sc Agri.(Hons.) 4 Years) + LPUNEST/ CUET,60% (B.Sc Agriculture/ B.Sc Agri.(Hons.) 4 Years) and  ELR,"5% to North East states and Sikkim candidates / Defence Personnel and their Dependents*/Wards of Kashmiri Migrants

* Not applicable for Tie-up programmes","1.   5% relaxation  to NE and Sikkim states candidates  is not  applicable for M.P.Ed. 
2.Medical  Fitness Certificate Compulsory",B.tech ECE/Telecom and M.Sc. Physics should not be allowed.
After Graduation,m sc agri soil science,60% (B.Sc Agriculture/ B.Sc Agri.(Hons.) 4 Years) or equivalent + LPUNEST/ CUET,60% (B.Sc Agriculture/ B.Sc Agri.(Hons.) 4 Years) or equivalent and  ELR,"5% to North East states and Sikkim candidates / Defence Personnel and their Dependents*/Wards of Kashmiri Migrants

* Not applicable for Tie-up programmes","1.   5% relaxation  to NE and Sikkim states candidates  is not  applicable for M.P.Ed. 
2.Medical  Fitness Certificate Compulsory",B.tech ECE/Telecom and M.Sc. Physics should not be allowed.
After Graduation,m sc agri genetics and plant breeding,60% (B.Sc Agriculture/ B.Sc Agri.(Hons.)/ B.Sc. Agriculture Biotechnology) 4 Yrs) + LPUNEST/ CUET,60% (B.Sc Agriculture/ B.Sc Agri.(Hons.)/  B.Sc. Agriculture Biotechnology 4 Yrs) and  ELR,"5% to North East states and Sikkim candidates / Defence Personnel and their Dependents*/Wards of Kashmiri Migrants

* Not applicable for Tie-up programmes","1.   5% relaxation  to NE and Sikkim states candidates  is not  applicable for M.P.Ed. 
2.Medical  Fitness Certificate Compulsory",B.tech ECE/Telecom and M.Sc. Physics should not be allowed.
After Graduation,m sc agri entomology,60% (B.Sc Agriculture/ B.Sc Agri.(Hons.) 4 Years/ B.Sc Horticulture) + LPUNEST/ CUET,60% (B.Sc Agriculture/ B.Sc Agri.(Hons.)4 Years/ B.Sc Horticulture) and ELR,"5% to North East states and Sikkim candidates / Defence Personnel and their Dependents*/Wards of Kashmiri Migrants

* Not applicable for Tie-up programmes","1.   5% relaxation  to NE and Sikkim states candidates  is not  applicable for M.P.Ed. 
2.Medical  Fitness Certificate Compulsory",B.tech ECE/Telecom and M.Sc. Physics should not be allowed.
After Graduation,m sc agri plant pathology,60% (B.Sc Agriculture/ B.Sc Agri.(Hons.) 4 Years) + LPUNEST/ CUET,60% (B.Sc Agriculture/ B.Sc Agri.(Hons.)4 Years) and  ELR,"5% to North East states and Sikkim candidates / Defence Personnel and their Dependents*/Wards of Kashmiri Migrants

* Not applicable for Tie-up programmes","1.   5% relaxation  to NE and Sikkim states candidates  is not  applicable for M.P.Ed. 
2.Medical  Fitness Certificate Compulsory",B.tech ECE/Telecom and M.Sc. Physics should not be allowed.
After Graduation,m sc hort vegetable science,60% (B.Sc Agriculture/ B.Sc Agri.(Hons.)/ B.Sc (Horticulture) 4 Yrs) + LPUNEST/ CUET,60% (B.Sc Agriculture/ B.Sc Agri.(Hons.)/ B.Sc (Horticulture) 4 Yrs) and  ELR,"5% to North East states and Sikkim candidates / Defence Personnel and their Dependents*/Wards of Kashmiri Migrants

* Not applicable for Tie-up programmes","1.   5% relaxation  to NE and Sikkim states candidates  is not  applicable for M.P.Ed. 
2.Medical  Fitness Certificate Compulsory",B.tech ECE/Telecom and M.Sc. Physics should not be allowed.
After Graduation,m sc hort fruit science,60% (B.Sc Agriculture/ B.Sc Agri.(Hons.)/ B.Sc (Horticulture) 4 Yrs) + LPUNEST/ CUET,60% (B.Sc Agriculture/ B.Sc Agri.(Hons.)/ B.Sc (Horticulture) 4 Yrs) and  ELR,"5% to North East states and Sikkim candidates / Defence Personnel and their Dependents*/Wards of Kashmiri Migrants

* Not applicable for Tie-up programmes","1.   5% relaxation  to NE and Sikkim states candidates  is not  applicable for M.P.Ed. 
2.Medical  Fitness Certificate Compulsory",B.tech ECE/Telecom and M.Sc. Physics should not be allowed.
After Graduation,m sc hort floriculture and landscaping,60% (B.Sc Agriculture/ B.Sc Agri.(Hons.)/ B.Sc (Horticulture) 4 Yrs) + LPUNEST/ CUET,60% (B.Sc Agriculture/ B.Sc Agri.(Hons.)/ B.Sc (Horticulture) 4 Yrs) and  ELR,"5% to North East states and Sikkim candidates / Defence Personnel and their Dependents*/Wards of Kashmiri Migrants

* Not applicable for Tie-up programmes","1.   5% relaxation  to NE and Sikkim states candidates  is not  applicable for M.P.Ed. 
2.Medical  Fitness Certificate Compulsory",B.tech ECE/Telecom and M.Sc. Physics should not be allowed.
After Graduation,m sc food science and technology,55% (Bachelor's of Science degree  with  (Food sciences/ Apllied Medical Science/ Medical Science & Allied Medical/Agriculture/ Nano Technology/ Bio-Sciences/  Life Science/ Nutrition & Dietetics/ Home Science/  Veterinary Microbiology & Parasitology/ Genetic Engineering & Biotechnology/ Clinical Chemistry/ Plant Science)) or B.Voc Food Science and quality control + LPUNEST/ CUET,50% (Bachelor's of Science degree  with  (Food sciences/ Apllied Medical Science/ Medical Science & Allied Medical/Agriculture/ Nano Technology/ Bio-Sciences/  Life Science/ Nutrition & Dietetics/ Home Science/  Veterinary Microbiology & Parasitology/ Genetic Engineering & Biotechnology/ Clinical Chemistry/ Plant Science))  and  ELR,5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,"For Medical Terminology used, kindly refer ""Medical Terminology PG Sciences"" sheet","1. B.Sc. MLT not allowed
2. B.VOC. (Food Science & Quality Control is allowed
3. B.Sc. Agriculture is allowed"
After Graduation,nutrition and dietetics,55% (Bachelor's of Science degree  with  (Food sciences/ Apllied Medical Science/ Medical Science & Allied Medical/Agriculture/ Nano Technology/ Bio-Sciences/  Life Science/ Nutrition & Dietetics/ Home Science/  Veterinary Microbiology & Parasitology/ Genetic Engineering & Biotechnology/ Clinical Chemistry/ Plant Science)) or B.Voc Food Science and quality control + LPUNEST/ CUET,50% (Bachelor's of Science degree  with  (Food sciences/ Apllied Medical Science/ Medical Science & Allied Medical/Agriculture/ Nano Technology/ Bio-Sciences/  Life Science/ Nutrition & Dietetics/ Home Science/  Veterinary Microbiology & Parasitology/ Genetic Engineering & Biotechnology/ Clinical Chemistry/ Plant Science))  and  ELR,5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,"For Medical Terminology used, kindly refer ""Medical Terminology PG Sciences"" sheet","1. B.Sc. MLT not allowed
2. B.VOC. (Food Science & Quality Control is allowed
3. B.Sc. Agriculture is allowed"
After Graduation,masters of nutrition and dietetics,55% in Bachelor of Nutrition and Dietetics (Honours) / B.Sc Nutrition and Dietetics (Honours) / B.Sc Food and Nutrition or equivalent + LPUNEST/ CUET,50%   in Bachelor of Nutrition and Dietetics (Honours) / B.Sc Nutrition and Dietetics (Honours) / B.Sc Food and Nutrition + LPUIST and  ELR,5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,"- Medical fitness certificate is mandatory to submit and it is to be endorsed by Government medical officer.

For Medical Terminology used, kindly refer ""Medical Terminology PG Sciences"" sheet","1. B.Sc. MLT not allowed
2. B.VOC. (Food Science & Quality Control is allowed
3. B.Sc. Agriculture is allowed"
After Graduation,m sc hons biotechnology,55% (Bachelor's degree in  (Biotechnology/ Apllied Medical Science/ Medical Science & Allied Medical/Agriculture/ Nano Technology/ Biosciences/ Life Science/ Food sciences./ Veterinary Microbiology & Parasitology/ Genetic Engineering & Biotechnology/ Public Health & Allied Sciences/ Plant Science)),50% (Bachelor's degree in  (Biotechnology/ Apllied Medical Science/ Medical Science & Allied Medical/Agriculture/ Nano Technology/ Bio-Sciences/ Life Science/ Food sciences/  Veterinary Microbiology & Parasitology/ Genetic Engineering & Biotechnology/ Public Health & Allied Sciences/ Plant Science)) and  ELR,5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,"For Medical Terminology used, kindly refer ""Medical Terminology PG Sciences"" sheet",B.Sc. Agriculture is allowed
After Graduation,m sc hons microbiology,55% (Bachelor's degree in (Microbiology/ Applied Medical Science/ Medical Science & Allied Medical/ Agriculture / Biosciences/ Food Science/ MLT/ Life Sciences/ Veterinary Microbiology & Parasitology/ Genetic Engineering & Biotechnology/ Clinical Chemistry/ Public Health & Allied Sciences/ Plant Science)),50% (Bachelor's degree in  (Microbiology/ Apllied Medical Science/ Medical Science & Allied Medical/ Agriculture / Bio-Sciences/ Food Science/MLT / Life Sciences/ Veterinary Microbiology & Parasitology/ Genetic Engineering & Biotechnology/ Clinical Chemistry/ Public Health & Allied Sciences/ Plant Science))  and  ELR,5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,"For Medical Terminology used, kindly refer ""Medical Terminology PG Sciences"" sheet",B.Sc. Agriculture is allowed
After Graduation,forensic science,55% (Bachelor's degree in (Microbiology/ Applied Medical Science/ Medical Science & Allied Medical/ Agriculture / Biosciences/ Food Science/ MLT/ Life Sciences/ Veterinary Microbiology & Parasitology/ Genetic Engineering & Biotechnology/ Clinical Chemistry/ Public Health & Allied Sciences/ Plant Science)),50% (Bachelor's degree in  (Microbiology/ Apllied Medical Science/ Medical Science & Allied Medical/ Agriculture / Bio-Sciences/ Food Science/MLT / Life Sciences/ Veterinary Microbiology & Parasitology/ Genetic Engineering & Biotechnology/ Clinical Chemistry/ Public Health & Allied Sciences/ Plant Science))  and  ELR,5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,"For Medical Terminology used, kindly refer ""Medical Terminology PG Sciences"" sheet",B.Sc. Agriculture is allowed
After Graduation,m sc forensic science,55% (B.Sc.(Forensic Science/ Botany/ Zoology /Physics / Chemistry / Biochemistry / Microbiology / Biotech/ MLT)/ MBBS / BDS / B.Pharm./ BHMS/ BAMS),50% (B.Sc.(Forensic Science/ Botany/ Zoology / Physics / Chemistry / Biochemistry / Microbiology / Biotech/ MLT)/ MBBS / BDS / B.Pharm./ BHMS/ BAMS)  and ELR,5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,"For Medical Terminology used, kindly refer ""Medical Terminology PG Sciences"" sheet",B.Sc. (Anesthesia & Operation Theatre Techniques)
After Graduation,m sc digital forensics and cyber security,55% (Bachelor's degree in Engineering/ Technology/ IT/ CSE or BCA or B.Sc. in Digital Forensics/ Cyber Forensics/ Cyber Security/ Forensic Sciences with a specialisation in Digital Forensics/ Cyber Forensics/ Cyber security),50% (Bachelor's degree in Engineering/ Technology/ IT/ CSE or BCA or B.Sc. in Digital Forensics/ Cyber Forensics/ Cyber Security/ Forensic Sciences with a specialisation in Digital Forensics/ Cyber Forensics/ Cyber security) and ELR,5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,"For Medical Terminology used, kindly refer ""Medical Terminology PG Sciences"" sheet",B.Sc. (Anesthesia & Operation Theatre Techniques)
After Graduation,m sc hons zoology,55%  (Bachelor's degree in  (Zoology/ Medical Science & Allied Medical  / Bio- Sciences/ Life Sciences/ MLT)),50% (Bachelor's degree  in (Zoology/ Medical Science & Allied Medical  / Bio- Sciences/ Life Sciences/ MLT))) and  ELR,5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,"For Medical Terminology used, kindly refer ""Medical Terminology PG Sciences"" sheet",B.Sc. (Anesthesia & Operation Theatre Techniques)
After Graduation,m sc zoology 1 yrs,55%  in  4 Years B.Sc. (Hons.)/ B.Sc. (Hons. with Research) Zoology or equivalent,50%  in  4 Years B.Sc. (Hons.)/ B.Sc. (Hons. with Research) Zoology or equivalent and ELR,5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,"For Medical Terminology used, kindly refer ""Medical Terminology PG Sciences"" sheet",B.Sc. (Anesthesia & Operation Theatre Techniques)
After Graduation,m sc hons physics,55%  (Bachelor's degree with Physics) or  (B.Tech(ECE/ME/EE/EEE) ),"50%  (Bachelor's degree with Physics)  and ELR 
OR
50% (with  B.Tech(ECE/ME/EE/EEE)) and ELR",5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,"For Medical Terminology used, kindly refer ""Medical Terminology PG Sciences"" sheet",B.Tech (CSE ) is allowed
After Graduation,m sc hons chemistry,55%  (Bachelor's degree with chemistry),50% (Bachelor's degree with chemistry) and ELR,5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,"For Medical Terminology used, kindly refer ""Medical Terminology PG Sciences"" sheet",B.Tech (CSE ) is allowed
After Graduation,m sc mathematics,55% (Bachelor's degree with Mathematics  or  B.Tech / B.E. / B.Sc. Engg.),"50% (Bachelor's degree with  Mathematics) and ELR 
OR  
50% (with B.Tech / B.E. / B.Sc. Engg.) and  ELR",5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,"For Medical Terminology used, kindly refer ""Medical Terminology PG Sciences"" sheet",B.Tech (CSE ) is allowed
After Graduation,m a mathematics,55% (Bachelor's degree with Mathematics  or  B.Tech / B.E. / B.Sc. Engg.),"50% (Bachelor's degree with  Mathematics) and ELR 
OR  
50% (with B.Tech / B.E. / B.Sc. Engg.) and  ELR",5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,"For Medical Terminology used, kindly refer ""Medical Terminology PG Sciences"" sheet",B.Tech (CSE ) is allowed
After Graduation,m sc statistics and data analytics,55% (Bachelor's degree with Statistics / Mathematics or  B.Tech / B.E. / B.Sc. Engg.),"50% (Bachelor's degree with  Statistics / Mathematics) and ELR 
OR  
50% (with B.Tech / B.E. / B.Sc. Engg.) and  ELR",5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,"For Medical Terminology used, kindly refer ""Medical Terminology PG Sciences"" sheet",B.Tech (CSE ) is allowed
After Graduation,pharmaceutical sciences,55% (Bachelor's degree with Statistics / Mathematics or  B.Tech / B.E. / B.Sc. Engg.),"50% (Bachelor's degree with  Statistics / Mathematics) and ELR 
OR  
50% (with B.Tech / B.E. / B.Sc. Engg.) and  ELR",5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,"For Medical Terminology used, kindly refer ""Medical Terminology PG Sciences"" sheet",B.Tech (CSE ) is allowed
After Graduation,m pharm pharmaceutics pharmacology pharmaceutical analysis pharmaceutical chemistry pharmacy practice,"55% in B.Pharmacy (approved by PCI, India) +  LPUNEST/ GPAT/ CUET","55% in B.Pharmacy (approved by PCI, India) and  ELR",5% to SC/ST,"For Medical Terminology used, kindly refer ""Medical Terminology PG Sciences"" sheet",B.Tech (CSE ) is allowed
After Graduation,pharm d pb,"55% in B.Pharmacy (approved by PCI, India) +  LPUNEST/ GPAT/ CUET","50% in B.Pharmacy (approved by PCI, India) and  ELR",5% to SC/ST,"For Medical Terminology used, kindly refer ""Medical Terminology PG Sciences"" sheet",B.Tech (CSE ) is allowed
After Graduation,m pt musculoskeletal science neuroscience sports science,55% (BPT)+ LPUNEST/ CUET,50% in  (BPT) + LPUIST and  ELR,5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,Medical fitness certificate is mandatory to submit and it is to be endorsed by Government medical officer,B.Tech (CSE ) is allowed
After Graduation,medical laboratory sciences,55% (BPT)+ LPUNEST/ CUET,50% in  (BPT) + LPUIST and  ELR,5% to North East states and Sikkim candidates / Defence Personnel and their Dependents/Wards of Kashmiri Migrants,Medical fitness certificate is mandatory to submit and it is to be endorsed by Government medical officer,B.Tech (CSE ) is allowed
